Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Gabon,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",--,-4,4.1,2,4.9,5.8,-2.1,-15.4,3.5,15.431,5.147,6.124,-3.087,3.947,3.713,4.974,3.625,5.738,3.478,-8.943,-1.883,2.15,0.187,1.701,1.12,-0.786,-1.908,6.333,1.733,-2.279,6.27,7.092,5.251,5.517,4.435,3.879,2.091,0.473,0.909,3.823,-1.815,2021
The Gambia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.705,-9.523,20.759,13.518,-7.62,3.649,2.364,2.8,1.702,4.331,5.696,2.163,1.763,3.833,-3.398,3.32,2.906,1.417,6.5,6.399,5.525,5.753,-3.247,6.874,7.046,-2.352,-0.556,3.043,6.256,6.666,5.908,-8.13,5.242,2.873,-1.407,4.058,1.943,4.823,7.235,6.222,0.591,2021
Georgia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6,10.5,10.519,3.105,2.869,1.838,4.805,5.474,11.058,5.794,9.59,9.42,12.579,2.419,-3.651,6.191,7.361,6.417,3.616,4.441,3.027,2.906,4.843,4.843,4.982,-6.76,2022
Germany,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.272,0.11,-0.788,1.555,2.826,2.192,2.417,1.469,3.736,3.913,5.723,5.011,1.92,-0.977,2.399,1.541,0.816,1.785,2.02,1.887,2.904,1.687,-0.201,-0.703,1.184,0.726,3.814,2.982,0.959,-5.696,4.185,3.914,0.427,0.432,2.217,1.487,2.23,2.68,0.984,1.071,-3.829,2022
Ghana,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.453,-3.754,-8.303,-6.222,9.378,6.433,6.189,6.66,6.468,4.541,3.595,4.774,4.473,4.772,3.508,4.233,4.765,5.797,5.01,4.529,3.596,3.828,4.617,5.112,5.404,6.23,5.816,4.076,9.008,5.683,7.768,13.949,8.428,7.242,2.856,2.121,3.373,8.129,6.2,6.508,0.514,2022
Greece,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.679,-1.556,-1.13,-1.078,2.007,2.513,0.515,-2.257,4.288,3.799,--,3.102,0.697,-1.599,2,2.1,2.862,4.484,3.895,3.073,3.92,4.132,3.923,5.795,5.061,0.599,5.652,3.274,-0.335,-4.301,-5.478,-10.149,-7.087,-2.516,0.476,-0.196,-0.487,1.092,1.668,1.884,-9.004,2022
Grenada,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",15.067,1.375,4.107,3.295,3.963,5.988,7.358,9.073,2.916,3.758,4.241,1.423,-0.813,-1.956,1.838,2.196,4.386,4.916,11.808,6.981,5.063,-2.024,3.438,9.464,-0.647,13.273,-3.993,6.124,0.948,-6.613,-0.511,0.765,-1.155,2.351,7.342,6.445,3.74,4.439,4.361,0.677,-13.757,2021
Guatemala,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.7,0.644,-3.542,-2.528,0.51,-0.6,0.1,3.579,3.892,3.943,3.101,3,4.6,3.4,3.5,4.4,2.8,4.1,4.6,3.7,2.5,3.104,3.839,2.56,3.138,3.276,5.351,6.338,3.294,0.477,2.884,4.164,2.975,3.695,4.444,4.092,2.678,3.08,3.407,4.018,-1.792,2022
Guinea,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.601,0.61,1.8,1.3,1.4,5,3.114,3.3,6.308,4.003,4.324,2.497,3.273,5.048,4.001,4.68,4.462,5.182,3.644,3.812,2.503,3.658,5.165,1.249,2.34,2.997,2.497,6.512,4.142,-1.538,4.219,5.614,5.913,3.946,3.697,3.826,10.821,10.3,6.358,5.617,4.704,2021
Guinea-Bissau,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,-0.498,4.2,-3.4,5.5,4.3,-1,5.6,1.958,2.925,4.58,7.305,3.095,2.276,2.963,4.016,3.747,5.994,-22.446,16.815,1.1,4.786,3.654,-0.286,1.172,6.56,2.667,2.56,4.525,2.448,5.605,8.085,-1.713,3.256,0.965,6.134,5.307,4.789,3.761,4.5,1.5,2021
Guyana,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.076,0.562,-8.884,-11.497,2.134,0.366,-0.234,-0.13,-5.981,-4.944,-3.01,6.026,7.758,8.201,8.482,5.055,7.956,6.185,-1.707,2.986,-1.345,2.26,1.149,-0.652,1.566,-1.942,5.127,7.02,1.977,3.319,4.371,5.437,5.039,3.653,1.686,0.687,3.807,3.734,4.441,5.353,43.48,2021
Haiti,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.345,1.056,-2.797,-1.5,0.201,0.757,0.273,-0.432,0.559,-1.131,-0.44,1.262,-2.251,-4.922,-11.603,9.892,4.143,2.705,2.182,2.71,0.87,-0.343,1.052,3.481,-1.318,3.072,1.769,4.707,2.658,5.89,-5.652,5.098,0.502,4.325,1.723,2.563,1.812,2.51,1.668,-1.685,-3.343,2021
Honduras,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.599,-1.222,-2.075,0.906,6.327,5.626,5.331,6.638,1.746,2.728,2.792,-3.319,6.074,6.496,0.212,6.189,1.871,4.598,3.59,-0.736,7.291,2.723,3.754,4.547,6.232,6.051,6.567,6.188,4.232,-2.432,3.731,3.836,4.129,2.792,3.058,3.84,3.893,4.843,3.845,2.653,-8.965,2022
Hong Kong SAR,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.34,9.193,2.886,6.015,10.002,0.715,11.104,13.395,8.512,2.277,3.831,5.702,6.235,6.201,6.036,2.374,4.259,5.1,-5.883,2.507,7.663,0.561,1.657,3.056,8.7,7.388,7.033,6.465,2.128,-2.459,6.768,4.815,1.7,3.102,2.762,2.388,2.175,3.796,2.847,-1.672,-6.545,2022
Hungary,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.215,2.867,2.841,0.723,2.658,-0.253,1.535,4.051,-0.065,0.736,-3.497,-11.892,-3.064,-0.576,2.947,2.541,0.082,3.143,3.9,3.071,4.479,4.074,4.741,4.074,5.005,4.294,3.946,0.277,1.004,-6.598,1.076,1.867,-1.25,1.803,4.232,3.707,2.201,4.272,5.362,4.864,-4.536,2022
Iceland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.738,4.265,2.154,-2.151,4.129,3.293,6.27,8.546,-0.09,0.258,1.169,-0.224,-3.374,1.313,3.609,0.117,4.567,5.772,7.363,4.024,4.985,4.013,0.56,2.143,7.802,6.125,6.317,8.455,2.21,-7.664,-2.833,1.846,1.064,4.552,1.687,4.437,6.304,4.195,4.889,1.861,-7.216,2022
India,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.281,6.006,3.476,7.289,3.821,5.254,4.777,3.965,9.628,5.947,5.534,1.057,5.482,4.75,6.659,7.575,7.55,4.05,6.184,8.463,3.975,4.944,3.907,7.944,7.849,9.285,9.264,9.801,3.891,8.48,10.26,6.638,5.456,6.386,7.41,7.996,8.256,6.795,6.454,3.871,-5.831,2023
Indonesia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",9.88,7.604,2.246,4.193,7.574,3.906,7.189,6.572,6.979,9.085,9.002,8.928,6.523,7.956,7.54,8.22,7.818,4.7,-13.127,0.791,4.979,3.643,4.499,4.78,5.031,5.693,5.501,6.345,7.442,4.702,6.378,6.17,6.03,5.557,5.007,4.876,5.033,5.07,5.174,5.019,-2.066,2022
Islamic Republic of Iran,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-21.6,-5.697,23.171,11.087,-7.14,1.868,-9.785,-0.172,-6.082,6.132,13.595,12.716,3.298,-1.471,-1.698,2.401,6.351,1.35,2.08,2.003,5.846,2.392,8.079,8.639,4.337,3.19,5,8.156,0.251,1.007,5.798,2.646,-3.747,-1.522,4.985,-1.425,8.815,2.759,-1.838,-3.071,3.33,2023
Iraq,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.752,-4.341,-6.569,-7.797,81.787,53.386,1.675,5.638,1.889,8.228,3.379,6.403,7.546,13.936,7.628,0.738,2.537,15.199,-3.399,4.703,5.368,-12.055,2022
Ireland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.898,2.512,1.495,-0.729,3.204,1.947,0.424,3.641,2.998,5.614,7.711,1.642,3.579,2.314,5.894,9.593,9.092,10.747,8.765,10.53,9.404,5.306,5.899,3.014,6.789,5.739,4.988,5.311,-4.484,-5.095,1.682,1.281,-0.129,1.175,8.829,24.475,1.766,9.311,8.471,5.298,6.617,2022
Israel,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.568,4.723,1.424,2.586,2.21,4.451,3.551,7.49,3.564,1.419,6.633,4.618,7.155,3.771,7.011,9.654,5.93,3.79,4.116,3.332,8.672,0.335,-0.116,1.394,4.785,4.134,5.583,6.033,3.252,0.883,5.668,5.561,2.742,4.231,3.885,2.314,4.367,4.273,4.075,3.785,-1.465,2022
Italy,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.099,0.557,0.156,0.925,3.013,2.621,2.71,3.067,4.029,3.252,1.982,1.439,0.723,-0.835,2.074,2.683,1.267,1.83,1.811,1.626,3.787,1.951,0.254,0.139,1.424,0.818,1.791,1.487,-0.962,-5.281,1.713,0.707,-2.981,-1.841,-0.005,0.778,1.293,1.668,0.926,0.483,-8.979,2022
Jamaica,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-4.041,4.42,3.08,4.153,0.95,-0.9,7,7.7,-3.993,4.7,4.875,0.834,2.778,2.211,1.875,2.521,0.236,-1.641,-1.21,0.981,0.776,1.281,0.675,3.667,1.324,0.894,2.899,1.444,-0.818,-3.411,-1.435,1.426,-0.501,0.224,0.575,0.869,1.498,0.679,1.827,0.97,-9.92,2022
Japan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.181,4.209,3.312,3.523,4.502,5.233,3.327,4.731,6.785,4.858,4.893,3.417,0.848,-0.518,0.876,2.631,3.134,0.981,-1.27,-0.334,2.765,0.386,0.042,1.535,2.186,1.804,1.372,1.484,-1.224,-5.693,4.098,0.024,1.375,2.005,0.296,1.561,0.754,1.675,0.643,-0.402,-4.242,2022
Jordan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",11.069,14.973,5.846,1.366,5.478,-1.088,5.934,2.71,2.891,-10.661,-1.604,-5.65,16.856,4.36,5.002,5.951,1.913,3.741,3.206,3.237,4.2,4.987,6.584,3.98,8.257,8.822,8.515,8.373,7.383,5.024,2.315,2.737,2.429,2.61,3.384,2.497,1.994,2.474,1.919,1.751,-1.607,2021
Kazakhstan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.2,-12.58,-8.2,0.5,1.7,-1.9,2.7,9.8,13.499,9.799,9.3,9.599,9.702,10.7,8.9,3.3,1.2,7.299,7.501,5.001,5.899,4.3,1,0.9,3.901,4.1,4.5,-2.6,2022
Kenya,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.572,4.1,5.052,1.593,1.6,4.073,6.982,5.811,6.091,4.554,4.134,1.339,-1.08,-0.095,2.531,4.287,4.479,0.411,2.983,2.199,0.347,3.979,0.481,2.949,4.635,5.665,5.854,6.851,0.232,3.307,8.058,5.121,4.569,3.798,5.02,4.968,4.214,3.816,5.671,5.114,-0.273,2022
Kiribati,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.058,0.242,0.749,-2.715,2.392,-4.519,0.975,0.426,9.149,-3.101,-1.331,0.134,1.307,1.046,1.754,-0.084,1.141,1.965,6.85,-1.771,5.956,-1.418,3.962,2.006,-1.629,4.952,-0.049,2.035,-2.092,0.803,-1.12,1.763,5.136,4.162,-1.096,9.865,-0.478,-0.094,5.279,-2.146,-1.384,2021
Korea,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.646,7.246,8.338,13.376,10.552,7.839,11.327,12.724,11.988,7.073,9.878,10.778,6.199,6.877,9.269,9.615,7.891,6.171,-5.129,11.467,9.061,4.852,7.725,3.147,5.197,4.309,5.264,5.8,3.013,0.793,6.805,3.686,2.403,3.165,3.202,2.809,2.947,3.16,2.907,2.244,-0.709,2022
Kosovo,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.553,-0.441,2.555,0.605,4.51,3.594,8.348,1.815,5.035,4.941,6.32,1.712,5.34,3.349,5.916,5.572,4.825,3.406,4.757,-5.341,2022
Kuwait,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,-9.504,5.253,5.24,-4.258,8.565,8.142,-10.05,25.896,-26.229,-41.008,82.809,35.132,8.616,1.669,0.598,2.493,3.654,-1.789,4.69,0.213,3.014,17.326,10.24,10.609,7.515,5.992,2.48,-7.076,-2.371,9.628,6.626,1.149,0.501,0.593,2.926,-4.712,2.434,-0.552,-8.855,2020
Kyrgyz Republic,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.005,-19.807,-5.424,7.085,9.915,2.122,3.656,5.443,5.322,-0.017,7.03,7.027,-0.176,3.103,8.543,7.566,2.886,-0.472,5.956,-0.088,10.915,4.024,3.876,4.336,4.74,3.459,4.601,-7.149,2022
Lao P.D.R.,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.004,15.332,4.715,3,6.438,9.122,4.829,-0.96,-2.1,9.893,6.686,3.999,6.999,5.867,8.16,7.045,6.892,6.907,4.279,4.028,6.429,4.772,6.809,6.179,7.187,6.94,8.954,7.851,7.822,7.373,8.018,7.986,7.805,8.026,7.612,7.27,7.023,6.851,6.289,4.652,-0.435,2020
Latvia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.4,2.2,-2.084,2.588,8.837,6.336,2.756,5.676,6.324,7.088,8.423,8.284,10.72,11.972,9.942,-3.249,-14.26,-4.456,2.574,7.042,2.008,1.902,3.885,2.369,3.312,3.992,2.57,-2.298,2022
Lebanon,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.467,0.55,-36.789,22.71,44.479,24.3,-6.773,16.729,-28.209,-42.195,-13.421,38.2,4.495,7,8.03,6.493,4.038,10.19,3.9,-0.8,1.1,3.9,3.4,1.7,7.5,0.7,1.549,9.312,9.067,10.234,7.974,0.868,2.564,3.828,2.485,0.461,1.556,0.903,-1.885,-6.915,-25.907,2020
Lesotho,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.825,3.079,5.556,3.049,4.769,2.956,3.769,2.686,7.854,5.992,6.429,7.55,6.058,3.982,5.202,4.067,4.767,3.269,1.333,1.438,3.953,3.296,2.419,4.245,2.069,3.326,4.201,4.201,3.76,0.362,5.1,5.061,5.146,1.772,2.068,3.248,1.877,-2.734,-1.304,-1.971,-3.902,2021
Liberia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.758,4.431,-28.974,3.971,5.856,8.48,13.103,6.105,5.192,6.351,7.7,8.42,8.836,0.695,0.007,-1.63,2.469,1.242,-2.516,-2.967,2021
Libya,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.606,-20.04,1.518,-4.709,-8.306,0.607,-11.353,-14.702,7.579,7.199,3.72,18.32,-4.545,-5.468,3.219,-15.431,1.759,-2.635,-0.676,-0.189,4.042,2.626,-3.727,16.145,5.845,10.619,0.278,6.23,-0.162,-4.4,5.027,-50.339,86.827,-17.998,-23.043,-0.843,-1.491,32.492,7.941,-11.196,-29.456,2021
Lithuania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.239,8.311,7.476,-1.141,3.696,6.526,6.751,10.566,6.57,7.732,7.414,11.107,2.615,-14.839,1.652,6.039,3.844,3.55,3.537,2.025,2.519,4.283,3.993,4.625,-0.022,2022
Luxembourg,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.17,0.798,1.039,1.887,4.73,5.596,9.983,3.951,8.464,9.798,5.32,8.645,1.819,4.201,3.821,1.432,1.515,5.937,6.492,8.421,8.442,3.074,3.225,2.619,4.231,2.483,6.016,8.098,-0.302,-3.239,3.761,1.044,1.65,3.171,2.623,2.268,4.978,1.317,1.219,2.916,-0.91,2022
Macao SAR,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.91,11.641,26.631,8.075,13.39,14.476,3.392,1.274,25.123,21.617,9.242,10.753,-2.048,-21.514,-0.679,9.983,6.465,-2.512,-54.236,2022
Madagascar,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.788,-9.8,-1.9,0.9,1.76,1.156,1.96,1.175,3.407,4.075,3.129,-6.306,1.181,2.1,-0.042,1.679,2.154,3.693,3.917,4.699,4.457,5.98,-12.408,9.785,5.257,4.756,5.399,5.711,6.713,-3.979,0.619,1.578,3.011,2.3,3.339,3.132,3.993,3.933,3.194,4.411,-7.138,2022
Malawi,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.395,-5.245,2.516,3.694,5.373,4.571,-0.215,1.625,3.177,1.345,5.692,8.73,-7.333,9.692,-10.313,13.83,9.979,6.587,1.061,3.541,0.775,-4.076,1.76,5.706,5.42,3.269,4.7,9.6,7.64,8.328,6.874,4.854,1.886,5.2,5.7,2.95,2.27,4,4.392,5.448,0.913,2022
Malaysia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.444,6.942,5.941,6.25,7.762,-0.876,1.153,5.389,9.938,9.06,9.007,9.547,8.886,9.896,9.211,9.83,10.002,7.327,-7.359,6.131,8.671,0.518,5.391,5.789,6.783,4.976,5.584,6.299,4.832,-1.514,7.528,5.293,5.474,4.694,6.007,5.007,4.45,5.813,4.843,4.413,-5.457,2022
Maldives,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",18.803,7.886,7.466,4.414,17.379,13.801,8.596,8.866,8.722,9.292,-4.049,6.896,6.467,5.417,7.505,7.377,9.084,10.405,9.789,7.23,4.77,3.452,6.098,25.394,6.031,-13.129,26.112,7.714,9.485,-7.229,7.267,8.567,2.517,7.281,7.33,2.885,6.338,7.21,8.123,6.884,-33.361,2022
Mali,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.299,-4.542,-11.557,3.229,2.419,3.243,6.104,2.479,0.054,10.692,9.31,7.68,-1.562,3.561,3.802,2.997,7.281,4.797,2.926,6.245,-0.061,15.376,3.106,9.119,1.56,6.535,4.662,3.494,4.773,4.679,5.413,3.24,-0.836,2.295,7.085,6.172,5.852,5.305,4.746,4.765,-1.244,2022
Malta,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.175,2.565,4.074,0.14,3.384,2.51,4.775,3.826,-1.134,5.544,0.467,4.118,5.473,7.634,9.608,3.381,10.869,7.416,7.059,-8.078,2022
Marshall Islands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.679,-1.365,2.468,6.916,3.648,-1.535,-0.708,1.773,0.203,3.392,-7.646,3.673,5.422,-0.048,-1.308,3.612,-1.163,2.1,2.146,3.735,5.656,10.314,-2.901,2022
Mauritania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,--,1.772,5.874,-3.061,9.82,5.819,-4.045,2.778,3.673,-3.918,-0.799,1.381,6.928,4.733,8.566,18.333,-1.969,-0.331,0.098,2.62,4.173,4.47,4.151,4.275,5.376,1.261,6.271,4.773,5.429,-0.938,2021
Mauritius,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-10.06,5.882,5.497,0.384,4.775,6.876,9.742,10.163,6.791,4.465,7.187,4.435,6.513,5.082,4.136,4.288,5.588,5.687,6.072,2.611,8.192,3.214,1.627,5.984,4.299,1.453,4.514,5.727,5.387,3.315,4.377,4.078,3.496,3.36,3.827,3.691,3.862,3.938,4.007,2.891,-14.598,2022
Mexico,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",9.482,9.586,-0.05,-4.624,3.513,1.919,-3.93,2.063,1.218,3.625,5.25,3.976,3.569,2.867,4.394,-5.91,6.218,7.199,6.185,2.755,5.029,-0.451,-0.237,1.186,3.565,2.113,4.805,2.078,0.943,-6.295,4.971,3.444,3.553,0.852,2.504,2.702,1.772,1.872,1.972,-0.278,-8.652,2022
Micronesia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.087,-6.061,2.746,1.527,4.86,2.089,0.613,1.581,-3.08,2.042,-0.081,-1.836,-2.409,1.093,2.259,3.189,-1.867,-3.68,-2.306,4.622,0.9,2.682,0.212,1.2,-2.807,2018
Moldova,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.2,-30.9,-1.428,-5.9,1.6,-6.5,-3.4,2.1,6.1,7.8,6.6,7.4,7.5,4.8,3,7.8,-6,7.1,5.818,-0.59,9.044,5,-0.338,4.409,4.2,4.1,3.6,-8.3,2022
